Paper Title;Year;Author;Publication;Url of paper
Anisotropic diffusion with generalized diffusion coefficient function for defect detection in low-contrast surface images;2010.0;SM Chao, DM Tsai;Elsevier;https://www.sciencedirect.com/science/article/pii/S0031320309004506
A defect detection model for imbalanced wafer image data using cae and xception;2020.0;J Cha, S Oh, D Kim, J Jeong;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9264135/
An intelligent online presswork defect detection method and system;2010.0;X Peng, Y Chen, J Xie, H Liu…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5557305/
Stitching defect detection and classification using wavelet transform and BP neural network;2009.0;WK Wong, CWM Yuen, DD Fan, LK Chan…;Elsevier;https://www.sciencedirect.com/science/article/pii/S0957417408001371
Automated defect detection and decision-support in gas turbine blade inspection;2021.0;J Aust, S Shankland, D Pons, R Mukundan, A Mitrovic;mdpi.com;https://www.mdpi.com/974276
Image Recognition Technology with Its Application in Defect Detection and Diagnosis Analysis of Substation Equipment;2021.0;L Luo, R Ma, Y Li, F Yang, Z Qiu;hindawi.com;https://www.hindawi.com/journals/sp/2021/2021344/
Defect detection in apples by means of X-ray imaging;1997.0;TF Schatzki, RP Haff, R Young, I Can…;elibrary.asabe.org;https://elibrary.asabe.org/abstract.asp?aid=21367
Circuit board defect detection using image processing and microcontroller;2017.0;PA Nikam, SD Sawant;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8250635/
Defect detection of TFT-LCD image using adapted contrast sensitivity function and wavelet transform;2007.0;JH Oh, WS Kim, CH Han, KH Park;search.ieice.org;https://search.ieice.org/bin/summary.php?id=e90-c_11_2131
An improved MobileNet-SSD algorithm for automatic defect detection on vehicle body paint;2020.0;J Zhang, J Xu, L Zhu, K Zhang, T Liu, D Wang…;Springer;https://link.springer.com/article/10.1007/s11042-020-09152-6
Segmentation-based deep-learning approach for surface-defect detection;2020.0;D Tabernik, S Šela, J Skvarč, D Skočaj;Springer;https://link.springer.com/article/10.1007/s10845-019-01476-x
A reliable defect detection method for patterned wafer image using convolutional neural networks with the transfer learning;2019.0;JH Lee, JH Lee;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1757-899X/647/1/012010/meta
Enhanced defect detection and characterisation by signal processing of ultrasonic array data;2006.0;PD Wilcox, C Holmes, BW Drinkwater;Citeseer;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.159.6666&rep=rep1&type=pdf
K-means clustering with morphological filtering for silicon wafer grain defect detection;2020.0;X Chen, C Zhao, J Chen, D Zhang…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9084726/
Defect Detection Method of Aluminum Profile Surface Using Deep Self-Attention Mechanism under Hybrid Noise Conditions;2021.0;R Chen, D Cai, X Hu, Z Zhan…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9527218/
Multiview learning for subsurface defect detection in composite products: A challenge on thermographic data analysis;2020.0;H Wu, K Zheng, S Sfarra, Y Liu…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8949715/
Periodic surface defect detection in steel plates based on deep learning;2019.0;Y Liu, K Xu, J Xu;mdpi.com;https://www.mdpi.com/507920
Defect detection in partially completed SAW and TIG welds using online radioscopy and image processing;1998.0;GR Bonser, SW Lawson;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/3399/0000/Defect-detection-in-partially-completed-SAW-and-TIG-welds-using/10.1117/12.302558.short
A two-stage industrial defect detection framework based on improved-yolov5 and optimized-inception-resnetv2 models;2022.0;Z Li, X Tian, X Liu, Y Liu, X Shi;mdpi.com;https://www.mdpi.com/2076-3417/12/2/834
Spot Welding Defect Detection Using Synthetic Image Dataset on Convolutional Neural Networks;2021.0;A Tantrapiwat;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9426309/
Defect detection of concrete structures using both infrared thermography and elastic waves;2008.0;CC Cheng, TM Cheng, CH Chiang;Elsevier;https://www.sciencedirect.com/science/article/pii/S0926580508000812
Analysis of image sequences for defect detection in composite materials;2007.0;T D'Orazio, M Leo, C Guaragnella…;Springer;https://link.springer.com/chapter/10.1007/978-3-540-74607-2_78
Automatic defect detection in infrared thermography by deep learning algorithm;2020.0;Q Fang, BD Nguyen, CI Castanedo…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11409/114090T/Defects-detection-in-infrared-thermography-by-deep-learning-algorithm/10.1117/12.2555553.short
A Siamese Network Utilizing Image Structural Differences for Cross-Category Defect Detection;2020.0;C Luan, R Cui, L Sun, Z Lin;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9191128/
Texture defect detection system with image deflection compensation;2009.0;CC Lin, CY Yeh;dl.acm.org;https://dl.acm.org/doi/abs/10.5555/1718109.1718125
A probabilistic approach for defect detection based on saliency mechanisms;2014.0;F Bonnin-Pascual, A Ortiz;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7005257/
A sparse representation based fast detection method for surface defect detection of bottle caps;2014.0;W Zhou, M Fei, H Zhou, K Li;Elsevier;https://www.sciencedirect.com/science/article/pii/S0925231213007935
Defect detection method for TFT-LCD panel based on saliency map model;2004.0;KB Lee, MS Ko, JJ Lee, TM Koo…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1414397/
An APF-ACO algorithm for automatic defect detection on vehicle paint;2020.0;J Xu, J Zhang, K Zhang, T Liu, D Wang…;Springer;https://link.springer.com/article/10.1007/s11042-020-09245-2
A novel thermal-based fabric defect detection technique;2015.0;K Yildiz, A Buldu, M Demetgul…;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/00405000.2014.916063
Unsupervised approach for autonomous pavement-defect detection and quantification using an inexpensive depth sensor;2013.0;MR Jahanshahi, F Jazizadeh, SF Masri…;ascelibrary.org;https://ascelibrary.org/doi/abs/10.1061/(ASCE)CP.1943-5487.0000245
Comparison of different ANN techniques for automatic defect detection in X-Ray images;2009.0;AP Rale, DC Gharpure…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5441138/
Study on machine learning based intelligent defect detection system;2018.0;CC Huang, XP Lin;matec-conferences.org;https://www.matec-conferences.org/articles/matecconf/abs/2018/60/matecconf_ici2017_01010/matecconf_ici2017_01010.html
Defect detection of hot rolled steels with a new object detection framework called classification priority network;2019.0;D He, K Xu, P Zhou;Elsevier;https://www.sciencedirect.com/science/article/pii/S0360835218306466
Defect detection of jute fabric using image processing;2016.0;S Das, S Sengupta, VB Shambhu, DP Ray;search.proquest.com;https://search.proquest.com/openview/0f9b53f5a0712b6f4d523a43fe94eb76/1?pq-origsite=gscholar&cbl=2032164
New method of spherical surface defect detection based on machine vision;2011.0;JX Yang, FY Zhang, XX Song, HZ Xu;Trans Tech Publ;https://www.scientific.net/AMR.295-297.1274
Optimised filters for texture defect detection;2005.0;JL Sobral;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1530454/
Application of deep learning convolutional neural networks for internal tablet defect detection: high accuracy, throughput, and adaptability;2020.0;X Ma, N Kittikunakorn, B Sorman, H Xi, A Chen…;Elsevier;https://www.sciencedirect.com/science/article/pii/S0022354920300198
Fabric defect detection using wavelet decomposition;2013.0;Y Li, X Di;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6703333/
Product surface defect detection based on deep learning;2018.0;PC Lien, Q Zhao;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8511894/
Fabric defect detection method based on improved U-Net;2021.0;L Rong-qiang, L Ming-hui, S Jia-chen…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1948/1/012160/meta
Surface defect detection via entity sparsity pursuit with intrinsic priors;2019.0;J Wang, Q Li, J Gan, H Yu…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8717723/
Defect detection in tire X-ray images using weighted texture dissimilarity;2016.0;Q Guo, C Zhang, H Liu, X Zhang;hindawi.com;https://www.hindawi.com/journals/js/2016/4140175/
Two-step Convolutional Neural Network for Image Defect Detection;2019.0;M Zhang, J Wu, P Yuan, J Zhu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8866625/
An antagonistic training algorithm for TFT-LCD module mura defect detection;2022.0;G Lin, L Kong, T Liu, L Qiu, X Chen;Elsevier;https://www.sciencedirect.com/science/article/pii/S092359652200100X
Improved Sobel algorithm for defect detection of rail surfaces with enhanced efficiency and accuracy;2016.0;T Shi, J Kong, X Wang, Z Liu, G Zheng;Springer;https://link.springer.com/article/10.1007/s11771-016-3350-3
A thermographic data augmentation and signal separation method for defect detection;2021.0;K Liu, Y Tang, W Lou, Y Liu, J Yang…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1361-6501/abc63f/meta
A deep convolutional neural network for detection of rail surface defect;2019.0;H Yuan, H Chen, SW Liu, J Lin…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8952236/
Flatbed scanner image and single ultrasonic rangefinder technique for composite laminates defect detection;2013.0;MF Mahmod, MZM Pauzi…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6717929/
A review on computer vision based defect detection and condition assessment of concrete and asphalt civil infrastructure;2015.0;C Koch, K Georgieva, V Kasireddy, B Akinci…;Elsevier;https://www.sciencedirect.com/science/article/pii/S1474034615000208
Continuous wave terahertz inspection of glass fiber reinforced plastics with semi-automatic 3-D image processing for enhanced defect detection;2014.0;F Friederich, E Cristofani, C Matheis…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6848486/
A new steel defect detection algorithm based on deep learning;2021.0;W Zhao, F Chen, H Huang, D Li…;hindawi.com;https://www.hindawi.com/journals/cin/2021/5592878/
Automatic ultrasonic inspection for internal defect detection in composite materials;2008.0;T D'orazio, M Leo, A Distante, C Guaragnella…;Elsevier;https://www.sciencedirect.com/science/article/pii/S0963869507000904
Metal surface defect detection using iterative thresholding technique;2014.0;M Senthikumar, V Palanisamy…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6966360/
Defect detection of mobile phone screen based on improved difference image method;2019.0;J Zhang, Y Li, C Zuo, M Xing;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8991460/
DefectTR: End-to-end defect detection for sewage networks using a transformer;2022.0;LM Dang, H Wang, Y Li, TN Nguyen, H Moon;Elsevier;https://www.sciencedirect.com/science/article/pii/S0950061822002744
Deep learning-based defect detection system in steel sheet surfaces;2020.0;D Amin, S Akhter;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9230863/
Defect detection in patterned fabrics using modified local binary patterns;2007.0;F Tajeripour, E Kabir, A Sheikhi;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4426704/
A supervised approach for automated surface defect detection in ceramic tile quality control;2022.0;Q Lu, J Lin, L Luo, Y Zhang, W Zhu;Elsevier;https://www.sciencedirect.com/science/article/pii/S1474034622001525
A smart monitoring system for automatic welding defect detection;2019.0;P Sassi, P Tripicchio…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8637166/
Online image processing and defect detection in layered manufacturing using process signature;2000.0;T Fang;search.proquest.com;https://search.proquest.com/openview/446c4242a1d7c4b471f18974e2b517a5/1?pq-origsite=gscholar&cbl=18750&diss=y
Image processing techniques for defect detection in metals using thermal images;2019.0;D Selvathi, IH Nithilla, N Akshaya;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8862616/
A fast surface defect detection method based on background reconstruction;2020.0;C Lv, Z Zhang, F Shen, F Zhang, H Su;Springer;https://link.springer.com/article/10.1007/s12541-019-00262-2
Hybrid deep learning architecture for rail surface segmentation and surface defect detection;2022.0;Y Wu, Y Qin, Y Qian, F Guo, Z Wang…;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.12710
Deep architecture for high-speed railway insulator surface defect detection: Denoising autoencoder with multitask learning;2018.0;G Kang, S Gao, L Yu, D Zhang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8516370/
Defect detection using ultrasonic arrays: The multi-mode total focusing method;2010.0;J Zhang, BW Drinkwater, PD Wilcox, AJ Hunter;Elsevier;https://www.sciencedirect.com/science/article/pii/S0963869509001480
Automatic defect detection based on segmentation of pulsed thermographic images;2017.0;K Zheng, Y Yao;Elsevier;https://www.sciencedirect.com/science/article/pii/S0169743916302490
Frequency domain analysis of magnetic field images obtained using TMR array sensors for subsurface defect detection and quantification;2020.0;C Ye, Y Wang, M Wang, L Udpa, SS Udpa;Elsevier;https://www.sciencedirect.com/science/article/pii/S0963869519306632
Gabor-filter-based automatic textile defect detection;2002.0;LH Ding, L Xiao, YW Zhu, W Liu…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/4875/0000/Gabor-filter-based-automatic-textile-defect-detection/10.1117/12.477071.short
Unified vision‐based methodology for simultaneous concrete defect detection and geolocalization;2018.0;R Li, Y Yuan, W Zhang, Y Yuan;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.12351
Statistic learning-based defect detection for twill fabrics;2010.0;LW Han, D Xu;Springer;https://link.springer.com/article/10.1007/s11633-010-0086-7
Computer vision-based potato defect detection using neural networks and support vector machine;2013.0;P Moallem, N Razmjooy…;researchgate.net;https://www.researchgate.net/profile/Payman-Moallem/publication/236686309_Computer_vision-based_potato_defect_detection_using_neural_networks_and_support_vector_machine/links/57f77f6208ae886b89834224/Computer-vision-based-potato-defect-detection-using-neural-networks-and-support-vector-machine.pdf
Automatic metallic surface defect detection using shuffledefectnet;2020.0;A Anvar, YI Cho;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO202009863557576.page
Defect detection method using fuzzy stretching and ART2 learning from ceramic images;2014.0;KB Kim, DH Song;earticle.net;https://www.earticle.net/Article/A231770
Tomato fruit image dataset for deep transfer learning-based defect detection;2019.0;RG De Luna, EP Dadios, AA Bandala…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9095778/
Accurate automatic defect detection method using quadtree decomposition on SEM images;2014.0;Y Lee, J Lee;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6729127/
Improved normalized cross-correlation for defect detection in printed-circuit boards;2019.0;MH Annaby, YM Fouda…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8689039/
Weaving defect detection by Fourier imaging;1996.0;C Ciamberlini, F Francini, G Longobardi…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/2786/0000/Weaving-defect-detection-by-Fourier-imaging/10.1117/12.248573.short
Vial bottle mouth defect detection based on machine vision;2015.0;ZF Yang, JY Bai;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7279730/
Real-time defect detection in 3D printing using machine learning;2021.0;MF Khan, A Alam, MA Siddiqui, MS Alam…;Elsevier;https://www.sciencedirect.com/science/article/pii/S2214785320381037
Microwave nondestructive testing for defect detection in composites based on K-means clustering algorithm;2020.0;NHMM Shrifan, GN Jawad, NAM Isa, MF Akbar;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9311119/
Fabric defect detection using discrete wavelet transform;2019.0;M Patil, SR Patil;academia.edu;https://www.academia.edu/download/60436881/IRJET-V6I670020190829-44158-66ucqf.pdf
Rubber hose surface defect detection system based on machine vision;2018.0;F Meng, J Ren, Q Wang, T Zhang;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1755-1315/108/2/022057/meta
LPViT: A Transformer Based Model for PCB Image Classification and Defect Detection;2022.0;K An, Y Zhang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9760408/
A new voting approach to texture defect detection based on multiresolutional decomposition;2011.0;BBM Moasheri, S Azadinia, A Mehbodniya;Citeseer;https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.294.4110&rep=rep1&type=pdf
DefectGAN: Weakly-supervised defect detection using generative adversarial network;2019.0;S Niu, H Lin, T Niu, B Li, X Wang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8843204/
Neural network based defect detection and depth estimation in TNDE;2002.0;A Darabi, X Maldague;Elsevier;https://www.sciencedirect.com/science/article/pii/S096386950100041X
Partial application of defect detection in industry;2021.0;H Zhang, H Jing, T Chen, Y Zhang…;airitilibrary.com;https://www.airitilibrary.com/Publication/alDetailedMesh?docid=P20190813001-202107-202108030003-202108030003-144-147
Fast defect detection in homogeneous flat surface products;2011.0;AS Tolba;Elsevier;https://www.sciencedirect.com/science/article/pii/S0957417411005288
1D autoregressive modeling for defect detection in web inspection systems;1998.0;SH Hajimowlana, R Muscedere…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/759496/
Defect detection and identification in textile fabric by SVM method;2014.0;H Abdellah, R Ahmed, O Slimane;academia.edu;https://www.academia.edu/download/36217426/L041246977.pdf
Defect detection in multi-crystal solar cells using clustering with uniformity measures;2015.0;DM Tsai, GN Li, WC Li, WY Chiu;Elsevier;https://www.sciencedirect.com/science/article/pii/S1474034615000270
Defect detection and health monitoring of steel structure based on uav integrated with image processing system;2019.0;Q Chen, X Wen, F Wu, Y Yang;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1176/5/052074/meta
Automated defect detection in textured surfaces using optimal elliptical Gabor filters;2015.0;GH Hu;Elsevier;https://www.sciencedirect.com/science/article/pii/S0030402615002168
An edge detection ASIC for real time defect detection;1992.0;M Robert, M Paindavoine…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/270279/
Vision-based defect detection in laser metal deposition process;2014.0;S Barua, F Liou, J Newkirk, T Sparks;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/RPJ-04-2012-0036/full/html
Automatic facial skin defect detection system;2010.0;CY Chang, SC Li, PC Chung, JY Kuo…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5633781/
Resistance welding spot defect detection with convolutional neural networks;2017.0;Z Guo, S Ye, Y Wang, C Lin;Springer;https://link.springer.com/chapter/10.1007/978-3-319-68345-4_15
Multi-target defect detection of railway track based on image processing;2020.0;Z Anzhong, H Xinyang, J Minyu…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9164474/
On-line fabric defect detection and full control in a circular knitting machine;2008.0;HA Abou-Taleb, ATM Sallam;autexrj.com;https://www.autexrj.com/cms/zalaczone_pliki/5a.pdf
Line defect detection in TFT-LCD using directional filter bank and adaptive multilevel thresholding;2004.0;JH Oh, DM Kwak, KB Lee, YC Song…;Trans Tech Publ;https://www.scientific.net/KEM.270-273.233.pdf
Online defect detection method of array optical sensor based on watershed image processing algorithm;2019.0;X Zhang;Springer;https://link.springer.com/article/10.1007/s11042-019-7340-y
Review of non-destructive testing methods for defect detection of ceramics;2021.0;Z Zhao;Elsevier;https://www.sciencedirect.com/science/article/pii/S0272884220331059
Defect detection in CT scans of cast aluminum parts: a machine vision perspective;2021.0;P Fuchs, T Kroeger, CS Garbe;Elsevier;https://www.sciencedirect.com/science/article/pii/S0925231221006524
A high-efficiency fully convolutional networks for pixel-wise surface defect detection;2019.0;L Qiu, X Wu, Z Yu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8624360/
Steel surface defect detection using a new Haar–Weibull-variance model in unsupervised manner;2017.0;K Liu, H Wang, H Chen, E Qu, Y Tian…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7983413/
Automated pipe defect detection and categorization using camera/laser-based profiler and artificial neural network;2007.0;O Duran, K Althoefer…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4049765/
A novel defect detection algorithm for flexible integrated circuit package substrates;2021.0;Z Zhong, Z Ma;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9351787/
The application of RBF neural network in the wood defect detection;2015.0;H Mu, M Zhang, D Qi, H Ni;gvpress.com;https://gvpress.com/journals/IJHIT/vol8_no2/4.pdf
CAM-guided Multi-Path Decoding U-Net with Triplet Feature Regularization for defect detection and segmentation;2021.0;D Lin, Y Li, S Prasad, TL Nwe, S Dong…;Elsevier;https://www.sciencedirect.com/science/article/pii/S0950705121005347
A new image enhancement algorithm for PCB defect detection;2011.0;S Guan, F Guo;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5997480/
Defect detection and classification of galvanized stamping parts based on fully convolution neural network;2018.0;Z Xiao, Y Leng, L Geng, J Xi;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10615/106150K/Defect-detection-and-classification-of-galvanized-stamping-parts-based-on/10.1117/12.2303601.short
RCAG-Net: Residual channelwise attention gate network for hot spot defect detection of photovoltaic farms;2021.0;B Su, H Chen, K Liu, W Liu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9345377/
Similarity measures for automatic defect detection on patterned textures;2012.0;V Asha, NU Bhajantri…;inderscienceonline.com;https://www.inderscienceonline.com/doi/abs/10.1504/IJICT.2012.048758
Rapid Defect Detection by Merging Ultrasound B-scans from Different Scanning Angles;2021.0;D Medak, L Posilović, M Subasić…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9552050/
A CISG method for internal defect detection of solar cells in different production processes;2021.0;Y Liu, J Xu, Y Wu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/document/9519557/
Image segmentation for defect detection on veneer surfaces;1995.0;Y Zhong;search.proquest.com;https://search.proquest.com/openview/fbae0082d765f66e051df778e069dd95/1?pq-origsite=gscholar&cbl=18750&diss=y
A contrast adjustment thresholding method for surface defect detection based on mesoscopy;2015.0;M Win, AR Bushroa, MA Hassan…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7072489/
Sewer pipe defect detection via deep learning with local and global feature fusion;2021.0;D Li, Q Xie, Z Yu, Q Wu, J Zhou, J Wang;Elsevier;https://www.sciencedirect.com/science/article/pii/S0926580521002740
Data Augmentation in Defect Detection of Sanitary Ceramics in Small and Non-iid Datasets;2022.0;X Ren, W Lin, X Yang, X Yu…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9732170/
Surface defect detection for automated inspection systems using convolutional neural networks;2019.0;T Konrad, L Lohmann, D Abel;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8798497/
A surface defect detection system for railway track based on machine vision;2020.0;K Zhao, L Luo, Z Ren, Q Fu;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1678/1/012002/meta
Fabric defect detection based on sparse representation of main local binary pattern;2017.0;Z Liu, L Yan, C Li, Y Dong, G Gao;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IJCST-04-2016-0040/full/html
A robust instance segmentation framework for underground sewer defect detection;2022.0;Y Li, H Wang, LM Dang, MJ Piran, H Moon;Elsevier;https://www.sciencedirect.com/science/article/pii/S0263224122000318
Singular value decomposition combined with wavelet transform for LCD defect detection;2012.0;JW Wang, WY Chen, JS Lee;IET;https://digital-library.theiet.org/content/journals/10.1049/el.2011.3746
Rule-driven defect detection in CT images of hardwood logs;2003.0;E Sarigul, AL Abbott, DL Schmoldt;Elsevier;https://www.sciencedirect.com/science/article/pii/S0168169903000462
Research on ceramic sanitary ware defect detection method based on improved VGG network;2020.0;B Teng, H Zhao, P Jia, J Yuan…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1650/2/022084/meta
Defect detection in pipes using a mobile laser-optics technology and digital geometry;2015.0;AD Tezerjani, M Mehrandezh…;matec-conferences.org;https://www.matec-conferences.org/articles/matecconf/abs/2015/13/matecconf_isot2015_06006/matecconf_isot2015_06006.html
Intelligent Road Maintenance: a Machine Learning Approach for surface Defect Detection.;2018.0;S Chatterjee, P Saeedfar, S Tofangchi, LM Kolbe;researchgate.net;https://www.researchgate.net/profile/Schahin-Tofangchi/publication/325542549_INTELLIGENT_ROAD_MAINTENANCE_A_MACHINE_LEARNING_APPROACH_FOR_SURFACE_DEFECT_DETECTION/links/5b1538050f7e9b498109a069/INTELLIGENT-ROAD-MAINTENANCE-A-MACHINE-LEARNING-APPROACH-FOR-SURFACE-DEFECT-DETECTION.pdf
Texture defect detection;2007.0;M Haindl, J Grim, S Mikeš;Springer;https://link.springer.com/chapter/10.1007/978-3-540-74272-2_122
Weld defect detection in industrial radiography based on image segmentation;2011.0;G Liling, Z Yingjie;ingentaconnect.com;https://www.ingentaconnect.com/content/bindt/insight/2011/00000053/00000005/art00007
Improved bare PCB defect detection approach based on deep feature learning;2018.0;C Zhang, W Shi, X Li, H Zhang…;Wiley Online Library;https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/joe.2018.8275
Machine vision and deep learning based rubber gasket defect detection;2020.0;H Chao-Ching, E Su, PC Li, MJ Bolger…;core.ac.uk;https://core.ac.uk/download/pdf/304930262.pdf
Local neighborhood analysis for fabric defect detection;2017.0;N Kure, MS Biradar…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8279095/
Machine Vision-based Defect Detection Using Deep Learning Algorithm;2020.0;DH Kim, SB Boo, HC Hong, WG Yeo…;inis.iaea.org;https://inis.iaea.org/search/search.aspx?orig_q=RN:51113134
The real-time vision system for fabric defect detection with combined approach;2015.0;P Li, Z Zhao, L Zhang, H Zhang, J Jing;Springer;https://link.springer.com/chapter/10.1007/978-3-319-21969-1_41
Defect detection in textile images using Gabor filters;2004.0;CL Beirão, MAT Figueiredo;Springer;https://link.springer.com/chapter/10.1007/978-3-540-30126-4_102
Supervised defect detection on textile fabrics via optimal Gabor filter;2014.0;J Jing, P Yang, P Li, X Kang;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/1528083713490002
Defect detection method in digital radiography for porosity in magnesium castings;2006.0;V Rebuffel, S Sood, B Blakeley;ndt.net;https://www.ndt.net/article/ecndt2006/doc/We.2.5.3.pdf
Weld Defect Detection Using Iterative Image Reconstruction Methods;2013.0;B Venkatraman, MMA Raj…;sciresol.s3.us-east-2.amazonaws …;https://sciresol.s3.us-east-2.amazonaws.com/IJST/Articles/2013/Issue-4/Article22.pdf
An application of rough set theory to defect detection of automotive glass;2002.0;S Lee, G Vachtsevanos;Elsevier;https://www.sciencedirect.com/science/article/pii/S0378475402000174
Research on a surface defect detection algorithm based on MobileNet-SSD;2018.0;Y Li, H Huang, Q Xie, L Yao, Q Chen;mdpi.com;https://www.mdpi.com/340548
Defect detection in thick weld structure using welding in-process laser ultrasonic testing system;2014.0;S Yamamoto, T Hoshi, T Miura, J Semboshi…;jstage.jst.go.jp;https://www.jstage.jst.go.jp/article/matertrans/advpub/0/advpub_I-M2014809/_article/-char/ja/
Review of aero-engine defect detection technology;2020.0;F Zou;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9084849/
Defect detection and quantification in electroluminescence images of solar PV modules using U-net semantic segmentation;2021.0;L Pratt, D Govender, R Klein;Elsevier;https://www.sciencedirect.com/science/article/pii/S0960148121009526
Fabric defect detection based on pattern template correction;2018.0;X Chang, C Gu, J Liang, X Xu;hindawi.com;https://www.hindawi.com/journals/mpe/2018/3709821/
A novel method for surface defect detection of photovoltaic module based on independent component analysis;2013.0;X Zhang, H Sun, Y Zhou, J Xi, M Li;hindawi.com;https://www.hindawi.com/journals/mpe/2013/520568/
Image processing for automatic defect detection in industrial radiographic images;1989.0;A Kehoe, GA Parker, A LeBlanc;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/132120/
Robust defect detection system using double reference image averaging for high throughput SEM inspection tool;2006.0;T Hiroi, H Okuda;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1638781/
A multiple-stage defect detection model by convolutional neural network;2022.0;KJ Wang, H Fan-Jiang, YX Lee;Elsevier;https://www.sciencedirect.com/science/article/pii/S0360835222001668
